LOCATIONS,LISTS,C.LISTS,M.LISTS,HOURS,PEOPLE,STATES,DISTRICTS,SPECIES,OBSERVATIONS
375453,2030314,1749999,117595,1878462.65,31386,37,749,1353,34.653868
